Episode,Step,State,Action,Reward,Penalty,Energy Efficiency
1684,3,"[[0.0, 6.0, 0.0, 1.0, 0.0, 615.3846153846154, 0.0, 212.0]]",0,-8.294871794871796,21.5,3.2051282051282053
1684,4,"[[0.0, 4.0, 0.0, 1.0, 0.0, 666.6666666666667, 0.0, 208.0]]",0,-8.294871794871796,21.5,3.2051282051282053
1684,5,"[[0.0, 4.0, 0.0, 1.0, 0.0, 666.6666666666667, 0.0, 208.0]]",4,-5.173214064518412,18.5,3.3267859354815874
1685,0,"[[0.0, 7.0, 0.0, 1.0, 0.0, 592.5925925925926, 0.0, 214.0]]",0,0.5692845858722642,12.5,3.069284585872264
1686,0,"[[0.0, 10.0, 0.0, 1.0, 0.0, 533.3333333333334, 0.0, 220.0]]",0,6.987577639751553,5,1.987577639751553
1687,0,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",0,7.700815966857784,5,2.700815966857784
1687,1,"[[0.0, 18.0, 0.0, 1.0, 0.0, 421.0526315789474, 0.0, 236.0]]",1,10.325195150307257,12.0,2.3251951503072577
1687,2,"[[7.0, 16.0, 1.0, 1.0, 592.5925925925926, 444.44444444444446, 214.0, 232.0]]",0,-16.533724340175954,18.0,1.466275659824047
1688,0,"[[0.0, 18.0, 0.0, 1.0, 0.0, 421.0526315789474, 0.0, 236.0]]",1,11.69575487391044,10.5,2.19575487391044
1688,1,"[[8.0, 18.0, 1.0, 1.0, 571.4285714285714, 421.0526315789474, 216.0, 236.0]]",0,-24.697916666666668,26.0,1.302083333333333
1689,0,"[[0.0, 20.0, 0.0, 1.0, 0.0, 400.0, 0.0, 240.0]]",2,-28.76923076923077,30.0,1.2307692307692308
1690,0,"[[0.0, 24.0, 0.0, 1.0, 0.0, 363.6363636363636, 0.0, 248.0]]",2,-33.726941123167535,36.0,2.2730588768324616
1690,1,"[[0.0, 33.0, 0.0, 1.0, 0.0, 301.88679245283015, 0.0, 266.0]]",4,-45.00049975012494,46.0,0.9995002498750624
1691,0,"[[0.0, 29.0, 0.0, 1.0, 0.0, 326.53061224489795, 0.0, 258.0]]",2,-45.00049975012494,46.0,0.9995002498750624
1692,0,"[[0.0, 29.0, 0.0, 1.0, 0.0, 326.53061224489795, 0.0, 258.0]]",0,-40.94957983193277,42.0,1.050420168067227
1693,0,"[[0.0, 28.0, 0.0, 1.0, 0.0, 333.33333333333326, 0.0, 256.0]]",4,-34.86508724641793,36.0,1.1349127535820682
1694,0,"[[0.0, 22.0, 0.0, 1.0, 0.0, 380.95238095238096, 0.0, 244.0]]",0,-28.76923076923077,30.0,1.2307692307692308
1695,0,"[[0.0, 27.0, 0.0, 1.0, 0.0, 340.4255319148936, 0.0, 254.0]]",4,-20.619737750172533,22.0,1.3802622498274673
1696,0,"[[0.0, 16.0, 0.0, 1.0, 0.0, 444.44444444444446, 0.0, 232.0]]",4,-16.533724340175954,18.0,1.466275659824047
1697,0,"[[0.0, 20.0, 0.0, 1.0, 0.0, 400.0, 0.0, 240.0]]",4,-14.487426734732464,16.0,1.512573265267536
1698,0,"[[0.0, 19.0, 0.0, 1.0, 0.0, 410.2564102564102, 0.0, 238.0]]",5,-10.387421890747833,12.0,1.612578109252167
1699,0,"[[0.0, 18.0, 0.0, 1.0, 0.0, 421.0526315789474, 0.0, 236.0]]",1,4.563828650785172,18.0,2.563828650785173
1699,1,"[[3.0, 17.0, 1.0, 1.0, 695.6521739130435, 432.4324324324324, 206.0, 234.0]]",0,6.723766429648783,5,1.7237664296487825
1700,0,"[[0.0, 17.0, 0.0, 1.0, 0.0, 432.4324324324324, 0.0, 234.0]]",1,-8.227173697761934,31.0,2.772826302238067
1700,1,"[[2.0, 14.0, 1.0, 1.0, 727.2727272727273, 470.5882352941176, 204.0, 228.0]]",0,4.145347278090641,8.0,2.145347278090641
1701,0,"[[0.0, 13.0, 0.0, 1.0, 0.0, 484.8484848484849, 0.0, 226.0]]",0,1.3249055507120033,11.0,2.3249055507120024
1701,1,"[[0.0, 11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0]]",0,-0.07575757575757613,12.5,2.4242424242424243
1701,2,"[[0.0, 10.0, 0.0, 1.0, 0.0, 533.3333333333334, 0.0, 220.0]]",0,-5.597242380261248,18.5,2.9027576197387517
1701,3,"[[0.0, 6.0, 0.0, 1.0, 0.0, 615.3846153846154, 0.0, 212.0]]",0,-10.934937611408198,24.5,3.5650623885918002
1701,4,"[[0.0, 2.0, 0.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0]]",0,-10.934937611408198,24.5,3.5650623885918002
1701,5,"[[0.0, 2.0, 0.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0]]",0,-8.294871794871796,21.5,3.2051282051282053
1701,6,"[[0.0, 4.0, 0.0, 1.0, 0.0, 666.6666666666667, 0.0, 208.0]]",0,-6.9523809523809526,20.0,3.0476190476190474
1701,7,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,-2.8544973544973544,15.5,2.6455026455026456
1701,8,"[[0.0, 8.0, 0.0, 1.0, 0.0, 571.4285714285714, 0.0, 216.0]]",0,-0.872312143248104,14.0,3.127687856751896
1702,0,"[[0.0, 8.0, 0.0, 1.0, 0.0, 571.4285714285714, 0.0, 216.0]]",0,2.7321428571428577,9.5,2.232142857142857
1702,1,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",0,5.563983488132095,6.5,2.0639834881320946
1703,0,"[[0.0, 10.0, 0.0, 1.0, 0.0, 533.3333333333334, 0.0, 220.0]]",0,6.915708812260537,5,1.9157088122605364
1704,0,"[[0.0, 11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0]]",0,6.723766429648783,5,1.7237664296487825
1705,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",2,-8.333333333333334,10,1.6666666666666667
1706,0,"[[0.0, 17.0, 0.0, 1.0, 0.0, 432.4324324324324, 0.0, 234.0]]",1,4.490785099480751,18.0,2.4907850994807514
1706,1,"[[3.0, 19.0, 1.0, 1.0, 695.6521739130435, 410.2564102564102, 206.0, 238.0]]",3,-11.60754543363239,14.0,2.39245456636761
1706,2,"[[22.0, 0.0, 1.0, 0.0, 380.95238095238096, 0.0, 244.0, 0.0]]",4,-10.211983061844755,22.5,2.288016938155244
1706,3,"[[4.0, 23.0, 1.0, 1.0, 666.6666666666667, 372.0930232558139, 208.0, 246.0]]",3,-21.582609004781457,24.0,2.417390995218543
1706,4,"[[27.0, 0.0, 1.0, 0.0, 340.4255319148936, 0.0, 254.0, 0.0]]",4,-9.371693523867435,21.5,2.128306476132563
1706,5,"[[6.0, 24.0, 1.0, 1.0, 615.3846153846154, 363.6363636363636, 212.0, 248.0]]",0,-36.89441680486457,38.0,1.105583195135434
1707,0,"[[0.0, 21.0, 0.0, 1.0, 0.0, 390.2439024390244, 0.0, 242.0]]",1,2.8155540425938534,9.0,1.8155540425938532
1707,1,"[[13.0, 23.0, 1.0, 1.0, 484.8484848484849, 372.0930232558139, 226.0, 246.0]]",0,-47.02450920619437,48.0,0.9754907938056333
1708,0,"[[0.0, 30.0, 0.0, 1.0, 0.0, 320.0, 0.0, 260.0]]",4,-49.04761904761905,50.0,0.9523809523809524
1709,0,"[[0.0, 30.0, 0.0, 1.0, 0.0, 320.0, 0.0, 260.0]]",4,-49.04761904761905,50.0,0.9523809523809524
1710,0,"[[0.0, 30.0, 0.0, 1.0, 0.0, 320.0, 0.0, 260.0]]",4,-45.00049975012494,46.0,0.9995002498750624
1711,0,"[[0.0, 33.0, 0.0, 1.0, 0.0, 301.88679245283015, 0.0, 266.0]]",4,-36.89441680486457,38.0,1.105583195135434
1712,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",4,-28.76923076923077,30.0,1.2307692307692308
1713,0,"[[0.0, 24.0, 0.0, 1.0, 0.0, 363.6363636363636, 0.0, 248.0]]",4,-24.697916666666668,26.0,1.302083333333333
1714,0,"[[0.0, 19.0, 0.0, 1.0, 0.0, 410.2564102564102, 0.0, 238.0]]",1,10.252544942603421,12.0,2.2525449426034223
1714,1,"[[7.0, 18.0, 1.0, 1.0, 592.5925925925926, 421.0526315789474, 214.0, 236.0]]",0,-14.487426734732464,16.0,1.512573265267536
1715,0,"[[0.0, 17.0, 0.0, 1.0, 0.0, 432.4324324324324, 0.0, 234.0]]",1,6.025252525252526,16.5,2.5252525252525255
1715,1,"[[4.0, 16.0, 1.0, 1.0, 666.6666666666667, 444.44444444444446, 208.0, 232.0]]",0,6.848001848001848,5,1.8480018480018479
1716,0,"[[0.0, 13.0, 0.0, 1.0, 0.0, 484.8484848484849, 0.0, 226.0]]",0,5.563983488132095,6.5,2.0639834881320946
1717,0,"[[0.0, 10.0, 0.0, 1.0, 0.0, 533.3333333333334, 0.0, 220.0]]",0,1.3249055507120033,11.0,2.3249055507120024
1717,1,"[[0.0, 11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0]]",0,-2.8544973544973544,15.5,2.6455026455026456
1717,2,"[[0.0, 8.0, 0.0, 1.0, 0.0, 571.4285714285714, 0.0, 216.0]]",0,-6.9523809523809526,20.0,3.0476190476190474
1717,3,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,-10.934937611408198,24.5,3.5650623885918002
1717,4,"[[0.0, 2.0, 0.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0]]",0,-10.934937611408198,24.5,3.5650623885918002
1717,5,"[[0.0, 2.0, 0.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0]]",0,-6.9523809523809526,20.0,3.0476190476190474
1717,6,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,-2.8544973544973544,15.5,2.6455026455026456
1717,7,"[[0.0, 8.0, 0.0, 1.0, 0.0, 571.4285714285714, 0.0, 216.0]]",0,2.7321428571428577,9.5,2.232142857142857
1717,8,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",0,6.987577639751553,5,1.987577639751553
1718,0,"[[0.0, 10.0, 0.0, 1.0, 0.0, 533.3333333333334, 0.0, 220.0]]",0,6.915708812260537,5,1.9157088122605364
1719,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",2,7.779606466242411,5,2.7796064662424107
1720,0,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",0,6.723766429648783,5,1.7237664296487825
1721,0,"[[0.0, 13.0, 0.0, 1.0, 0.0, 484.8484848484849, 0.0, 226.0]]",0,-10.387421890747833,12.0,1.612578109252167
1722,0,"[[0.0, 14.0, 0.0, 1.0, 0.0, 470.5882352941176, 0.0, 228.0]]",0,-18.57777777777778,20.0,1.4222222222222223
1723,0,"[[0.0, 21.0, 0.0, 1.0, 0.0, 390.2439024390244, 0.0, 242.0]]",2,-21.66878109347681,24.0,2.3312189065231896
1723,1,"[[0.0, 27.0, 0.0, 1.0, 0.0, 340.4255319148936, 0.0, 254.0]]",4,-34.86508724641793,36.0,1.1349127535820682
1724,0,"[[0.0, 26.0, 0.0, 1.0, 0.0, 347.82608695652175, 0.0, 252.0]]",2,-36.89441680486457,38.0,1.105583195135434
1725,0,"[[0.0, 24.0, 0.0, 1.0, 0.0, 363.6363636363636, 0.0, 248.0]]",4,-41.809650175859815,44.0,2.1903498241401826
1725,1,"[[0.0, 37.0, 0.0, 1.0, 0.0, 280.7017543859649, 0.0, 274.0]]",5,-45.00049975012494,46.0,0.9995002498750624
1726,0,"[[0.0, 32.0, 0.0, 1.0, 0.0, 307.6923076923077, 0.0, 264.0]]",5,-45.00049975012494,46.0,0.9995002498750624
1727,0,"[[0.0, 29.0, 0.0, 1.0, 0.0, 326.53061224489795, 0.0, 258.0]]",4,-40.94957983193277,42.0,1.050420168067227
1728,0,"[[0.0, 31.0, 0.0, 1.0, 0.0, 313.72549019607845, 0.0, 262.0]]",4,-38.92255892255892,40.0,1.0774410774410776
1729,0,"[[0.0, 29.0, 0.0, 1.0, 0.0, 326.53061224489795, 0.0, 258.0]]",4,-34.86508724641793,36.0,1.1349127535820682
1730,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",4,-28.76923076923077,30.0,1.2307692307692308
1731,0,"[[0.0, 23.0, 0.0, 1.0, 0.0, 372.0930232558139, 0.0, 246.0]]",0,-20.619737750172533,22.0,1.3802622498274673
1732,0,"[[0.0, 19.0, 0.0, 1.0, 0.0, 410.2564102564102, 0.0, 238.0]]",1,7.415388361334308,15.0,2.4153883613343075
1732,1,"[[5.0, 17.0, 1.0, 1.0, 640.0, 432.4324324324324, 210.0, 234.0]]",0,-8.333333333333334,10,1.6666666666666667
1733,0,"[[0.0, 17.0, 0.0, 1.0, 0.0, 432.4324324324324, 0.0, 234.0]]",1,-5.355974699413071,28.0,2.644025300586928
1733,1,"[[3.0, 15.0, 1.0, 1.0, 695.6521739130435, 457.14285714285717, 206.0, 230.0]]",0,6.848001848001848,5,1.8480018480018479
1734,0,"[[0.0, 13.0, 0.0, 1.0, 0.0, 484.8484848484849, 0.0, 226.0]]",0,6.987577639751553,5,1.987577639751553
1735,0,"[[0.0, 9.0, 0.0, 1.0, 0.0, 551.7241379310345, 0.0, 218.0]]",0,2.7321428571428577,9.5,2.232142857142857
1735,1,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",0,-1.469155330591585,14.0,2.5308446694084155
1735,2,"[[0.0, 9.0, 0.0, 1.0, 0.0, 551.7241379310345, 0.0, 218.0]]",0,-4.230875735548633,17.0,2.769124264451367
1735,3,"[[0.0, 7.0, 0.0, 1.0, 0.0, 592.5925925925926, 0.0, 214.0]]",0,-9.623047699451245,23.0,3.376952300548755
1735,4,"[[0.0, 3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0]]",0,-10.934937611408198,24.5,3.5650623885918002
1735,5,"[[0.0, 2.0, 0.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0]]",0,-10.934937611408198,24.5,3.5650623885918002
1735,6,"[[0.0, 2.0, 0.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0]]",0,-6.9523809523809526,20.0,3.0476190476190474
1735,7,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,-3.8424274644370335,17.0,3.157572535562966
1736,0,"[[0.0, 4.0, 0.0, 1.0, 0.0, 666.6666666666667, 0.0, 208.0]]",3,2.0142306466104394,11.0,3.0142306466104394
1737,0,"[[0.0, 10.0, 0.0, 1.0, 0.0, 533.3333333333334, 0.0, 220.0]]",0,4.145347278090641,8.0,2.145347278090641
1738,0,"[[0.0, 8.0, 0.0, 1.0, 0.0, 571.4285714285714, 0.0, 216.0]]",0,6.915708812260537,5,1.9157088122605364
1739,0,"[[0.0, 11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0]]",0,7.700815966857784,5,2.700815966857784
1739,1,"[[0.0, 18.0, 0.0, 1.0, 0.0, 421.0526315789474, 0.0, 236.0]]",1,7.493506493506494,15.0,2.4935064935064934
1739,2,"[[5.0, 15.0, 1.0, 1.0, 640.0, 457.14285714285717, 210.0, 230.0]]",0,-11.4375400384369,14.0,2.5624599615631007
1739,3,"[[0.0, 22.0, 0.0, 1.0, 0.0, 380.95238095238096, 0.0, 244.0]]",2,-20.619737750172533,22.0,1.3802622498274673
1740,0,"[[0.0, 19.0, 0.0, 1.0, 0.0, 410.2564102564102, 0.0, 238.0]]",1,-3.874355952958574,16.0,2.125644047041427
1740,1,"[[7.0, 22.0, 1.0, 1.0, 592.5925925925926, 380.95238095238096, 214.0, 244.0]]",0,-34.86508724641793,36.0,1.1349127535820682
1741,0,"[[0.0, 18.0, 0.0, 1.0, 0.0, 421.0526315789474, 0.0, 236.0]]",4,-42.975541042386986,44.0,1.0244589576130105
1742,0,"[[0.0, 29.0, 0.0, 1.0, 0.0, 326.53061224489795, 0.0, 258.0]]",2,-42.975541042386986,44.0,1.0244589576130105
1743,0,"[[0.0, 28.0, 0.0, 1.0, 0.0, 333.33333333333326, 0.0, 256.0]]",2,-45.00049975012494,46.0,0.9995002498750624
1744,0,"[[0.0, 28.0, 0.0, 1.0, 0.0, 333.33333333333326, 0.0, 256.0]]",5,-36.89441680486457,38.0,1.105583195135434
1745,0,"[[0.0, 29.0, 0.0, 1.0, 0.0, 326.53061224489795, 0.0, 258.0]]",2,-34.86508724641793,36.0,1.1349127535820682
1746,0,"[[0.0, 27.0, 0.0, 1.0, 0.0, 340.4255319148936, 0.0, 254.0]]",2,-28.76923076923077,30.0,1.2307692307692308
1747,0,"[[0.0, 23.0, 0.0, 1.0, 0.0, 372.0930232558139, 0.0, 246.0]]",2,-24.697916666666668,26.0,1.302083333333333
1748,0,"[[0.0, 21.0, 0.0, 1.0, 0.0, 390.2439024390244, 0.0, 242.0]]",1,10.252544942603421,12.0,2.2525449426034223
1748,1,"[[7.0, 18.0, 1.0, 1.0, 592.5925925925926, 421.0526315789474, 214.0, 236.0]]",0,-10.387421890747833,12.0,1.612578109252167
1749,0,"[[0.0, 17.0, 0.0, 1.0, 0.0, 432.4324324324324, 0.0, 234.0]]",1,-5.355974699413071,28.0,2.644025300586928
1749,1,"[[3.0, 15.0, 1.0, 1.0, 695.6521739130435, 457.14285714285717, 206.0, 230.0]]",0,6.848001848001848,5,1.8480018480018479
1750,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",0,6.915708812260537,5,1.9157088122605364
1751,0,"[[0.0, 13.0, 0.0, 1.0, 0.0, 484.8484848484849, 0.0, 226.0]]",0,2.7321428571428577,9.5,2.232142857142857
1751,1,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",0,1.3249055507120033,11.0,2.3249055507120024
1751,2,"[[0.0, 11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0]]",0,-2.8544973544973544,15.5,2.6455026455026456
1751,3,"[[0.0, 8.0, 0.0, 1.0, 0.0, 571.4285714285714, 0.0, 216.0]]",0,-5.597242380261248,18.5,2.9027576197387517
1751,4,"[[0.0, 6.0, 0.0, 1.0, 0.0, 615.3846153846154, 0.0, 212.0]]",0,-10.934937611408198,24.5,3.5650623885918002
1751,5,"[[0.0, 2.0, 0.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0]]",0,-10.934937611408198,24.5,3.5650623885918002
1751,6,"[[0.0, 2.0, 0.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0]]",0,-8.01567944250871,21.5,3.4843205574912894
1752,0,"[[0.0, 4.0, 0.0, 1.0, 0.0, 666.6666666666667, 0.0, 208.0]]",0,-1.469155330591585,14.0,2.5308446694084155
1752,1,"[[0.0, 9.0, 0.0, 1.0, 0.0, 551.7241379310345, 0.0, 218.0]]",0,1.3249055507120033,11.0,2.3249055507120024
1752,2,"[[0.0, 11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0]]",0,4.145347278090641,8.0,2.145347278090641
1753,0,"[[0.0, 10.0, 0.0, 1.0, 0.0, 533.3333333333334, 0.0, 220.0]]",0,6.848001848001848,5,1.8480018480018479
1754,0,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",0,-8.333333333333334,10,1.6666666666666667
1755,0,"[[0.0, 17.0, 0.0, 1.0, 0.0, 432.4324324324324, 0.0, 234.0]]",1,-6.961097461097459,19.5,2.538902538902539
1755,1,"[[2.0, 20.0, 1.0, 1.0, 727.2727272727273, 400.0, 204.0, 240.0]]",0,-18.57777777777778,20.0,1.4222222222222223
1756,0,"[[0.0, 20.0, 0.0, 1.0, 0.0, 400.0, 0.0, 240.0]]",1,-8.780497756017951,21.0,2.219502243982048
1756,1,"[[5.0, 23.0, 1.0, 1.0, 640.0, 372.0930232558139, 210.0, 246.0]]",0,-26.734377471919,28.0,1.2656225280809998
1757,0,"[[0.0, 20.0, 0.0, 1.0, 0.0, 400.0, 0.0, 240.0]]",1,-2.429606625258799,14.5,2.070393374741201
1757,1,"[[8.0, 22.0, 1.0, 1.0, 571.4285714285714, 380.95238095238096, 216.0, 244.0]]",0,-30.802574464900463,32.0,1.197425535099536
1758,0,"[[0.0, 28.0, 0.0, 1.0, 0.0, 333.33333333333326, 0.0, 256.0]]",2,-34.86508724641793,36.0,1.1349127535820682
1759,0,"[[0.0, 23.0, 0.0, 1.0, 0.0, 372.0930232558139, 0.0, 246.0]]",2,-38.92255892255892,40.0,1.0774410774410776
1760,0,"[[0.0, 27.0, 0.0, 1.0, 0.0, 340.4255319148936, 0.0, 254.0]]",2,-47.02450920619437,48.0,0.9754907938056333
1761,0,"[[0.0, 31.0, 0.0, 1.0, 0.0, 313.72549019607845, 0.0, 262.0]]",4,-47.02450920619437,48.0,0.9754907938056333
1762,0,"[[0.0, 36.0, 0.0, 1.0, 0.0, 285.7142857142857, 0.0, 272.0]]",3,-42.975541042386986,44.0,1.0244589576130105
1763,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",2,-36.89441680486457,38.0,1.105583195135434
1764,0,"[[0.0, 23.0, 0.0, 1.0, 0.0, 372.0930232558139, 0.0, 246.0]]",2,-28.76923076923077,30.0,1.2307692307692308
1765,0,"[[0.0, 24.0, 0.0, 1.0, 0.0, 363.6363636363636, 0.0, 248.0]]",2,-24.697916666666668,26.0,1.302083333333333
1766,0,"[[0.0, 22.0, 0.0, 1.0, 0.0, 380.95238095238096, 0.0, 244.0]]",1,-2.68888888888889,15.0,2.311111111111111
1766,1,"[[5.0, 20.0, 1.0, 1.0, 640.0, 400.0, 210.0, 240.0]]",0,-10.387421890747833,12.0,1.612578109252167
1767,0,"[[0.0, 17.0, 0.0, 1.0, 0.0, 432.4324324324324, 0.0, 234.0]]",2,6.848001848001848,5,1.8480018480018479
1768,0,"[[0.0, 13.0, 0.0, 1.0, 0.0, 484.8484848484849, 0.0, 226.0]]",0,6.915708812260537,5,1.9157088122605364
1769,0,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",0,6.987577639751553,5,1.987577639751553
1770,0,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",0,5.563983488132095,6.5,2.0639834881320946
1771,0,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",0,1.3249055507120033,11.0,2.3249055507120024
1771,1,"[[0.0, 11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0]]",0,-0.07575757575757613,12.5,2.4242424242424243
1771,2,"[[0.0, 10.0, 0.0, 1.0, 0.0, 533.3333333333334, 0.0, 220.0]]",0,-1.469155330591585,14.0,2.5308446694084155
1771,3,"[[0.0, 9.0, 0.0, 1.0, 0.0, 551.7241379310345, 0.0, 218.0]]",0,-4.230875735548633,17.0,2.769124264451367
1771,4,"[[0.0, 7.0, 0.0, 1.0, 0.0, 592.5925925925926, 0.0, 214.0]]",0,-6.9523809523809526,20.0,3.0476190476190474
1771,5,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,-9.623047699451245,23.0,3.376952300548755
1771,6,"[[0.0, 3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0]]",0,-9.623047699451245,23.0,3.376952300548755
1771,7,"[[0.0, 3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0]]",0,-8.294871794871796,21.5,3.2051282051282053
1771,8,"[[0.0, 4.0, 0.0, 1.0, 0.0, 666.6666666666667, 0.0, 208.0]]",0,-5.597242380261248,18.5,2.9027576197387517
1771,9,"[[0.0, 6.0, 0.0, 1.0, 0.0, 615.3846153846154, 0.0, 212.0]]",4,-4.230875735548633,17.0,2.769124264451367
1771,10,"[[0.0, 7.0, 0.0, 1.0, 0.0, 592.5925925925926, 0.0, 214.0]]",0,-2.8544973544973544,15.5,2.6455026455026456
1771,11,"[[0.0, 8.0, 0.0, 1.0, 0.0, 571.4285714285714, 0.0, 216.0]]",0,1.3249055507120033,11.0,2.3249055507120024
1771,12,"[[0.0, 11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0]]",0,4.145347278090641,8.0,2.145347278090641
1772,0,"[[0.0, 11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0]]",0,6.987577639751553,5,1.987577639751553
1773,0,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",0,7.779606466242411,5,2.7796064662424107
1774,0,"[[0.0, 14.0, 0.0, 1.0, 0.0, 470.5882352941176, 0.0, 228.0]]",0,-10.387421890747833,12.0,1.612578109252167
1775,0,"[[0.0, 14.0, 0.0, 1.0, 0.0, 470.5882352941176, 0.0, 228.0]]",0,-18.57777777777778,20.0,1.4222222222222223
1776,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",0,-22.659742000335065,24.0,1.3402579996649355
1777,0,"[[0.0, 22.0, 0.0, 1.0, 0.0, 380.95238095238096, 0.0, 244.0]]",1,-11.3983978983979,23.5,2.1016021016021016
1777,1,"[[6.0, 25.0, 1.0, 1.0, 615.3846153846154, 355.55555555555554, 212.0, 250.0]]",0,-32.83449883449883,34.0,1.1655011655011656
1778,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",2,-34.86508724641793,36.0,1.1349127535820682
1779,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",2,-36.89441680486457,38.0,1.105583195135434
1780,0,"[[0.0, 30.0, 0.0, 1.0, 0.0, 320.0, 0.0, 260.0]]",2,-45.00049975012494,46.0,0.9995002498750624
1781,0,"[[0.0, 31.0, 0.0, 1.0, 0.0, 313.72549019607845, 0.0, 262.0]]",5,-45.00049975012494,46.0,0.9995002498750624
1782,0,"[[0.0, 28.0, 0.0, 1.0, 0.0, 333.33333333333326, 0.0, 256.0]]",2,-40.94957983193277,42.0,1.050420168067227
1783,0,"[[0.0, 27.0, 0.0, 1.0, 0.0, 340.4255319148936, 0.0, 254.0]]",5,-38.92255892255892,40.0,1.0774410774410776
1784,0,"[[0.0, 28.0, 0.0, 1.0, 0.0, 333.33333333333326, 0.0, 256.0]]",5,-32.83449883449883,34.0,1.1655011655011656
1785,0,"[[0.0, 21.0, 0.0, 1.0, 0.0, 390.2439024390244, 0.0, 242.0]]",2,-26.734377471919,28.0,1.2656225280809998
1786,0,"[[0.0, 21.0, 0.0, 1.0, 0.0, 390.2439024390244, 0.0, 242.0]]",2,-22.659742000335065,24.0,1.3402579996649355
1787,0,"[[0.0, 20.0, 0.0, 1.0, 0.0, 400.0, 0.0, 240.0]]",1,10.252544942603421,12.0,2.2525449426034223
1787,1,"[[7.0, 18.0, 1.0, 1.0, 592.5925925925926, 421.0526315789474, 214.0, 236.0]]",0,-16.533724340175954,18.0,1.466275659824047
1788,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",1,8.887002387002386,13.5,2.387002387002387
1788,1,"[[6.0, 16.0, 1.0, 1.0, 615.3846153846154, 444.44444444444446, 212.0, 232.0]]",0,6.784121320249778,5,1.7841213202497772
1789,0,"[[0.0, 11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0]]",0,5.563983488132095,6.5,2.0639834881320946
