Episode,Step,State,Action,Reward,Penalty,Energy Efficiency
743,1,"[[0.0, 10.0, 0.0, 1.0, 0.0, 533.3333333333334, 0.0, 220.0]]",3,1.3249055507120033,11.0,2.3249055507120024
743,2,"[[0.0, 11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0]]",5,4.818886539816772,8.0,2.818886539816772
744,0,"[[0.0, 13.0, 0.0, 1.0, 0.0, 484.8484848484849, 0.0, 226.0]]",3,6.915708812260537,5,1.9157088122605364
745,0,"[[0.0, 13.0, 0.0, 1.0, 0.0, 484.8484848484849, 0.0, 226.0]]",0,6.723766429648783,5,1.7237664296487825
746,0,"[[0.0, 14.0, 0.0, 1.0, 0.0, 470.5882352941176, 0.0, 228.0]]",0,-9.405070575802283,12.0,2.594929424197717
746,1,"[[0.0, 21.0, 0.0, 1.0, 0.0, 390.2439024390244, 0.0, 242.0]]",0,-17.527742660486023,20.0,2.472257339513977
746,2,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",0,-23.608650447078396,26.0,2.3913495529216053
746,3,"[[0.0, 28.0, 0.0, 1.0, 0.0, 333.33333333333326, 0.0, 256.0]]",4,-28.76923076923077,30.0,1.2307692307692308
747,0,"[[0.0, 20.0, 0.0, 1.0, 0.0, 400.0, 0.0, 240.0]]",1,-0.10208962497034513,12.0,1.8979103750296547
747,1,"[[11.0, 23.0, 1.0, 1.0, 516.1290322580645, 372.0930232558139, 222.0, 246.0]]",2,-9.65662686656492,21.5,1.8433731334350782
747,2,"[[10.0, 27.0, 1.0, 1.0, 533.3333333333334, 340.4255319148936, 220.0, 254.0]]",2,-9.65662686656492,21.5,1.8433731334350782
747,3,"[[10.0, 27.0, 1.0, 1.0, 533.3333333333334, 340.4255319148936, 220.0, 254.0]]",2,-8.510763675999726,20.5,1.9892363240002726
747,4,"[[8.0, 25.0, 1.0, 1.0, 571.4285714285714, 355.55555555555554, 216.0, 250.0]]",2,-9.956577266922096,22.0,2.0434227330779056
747,5,"[[7.0, 25.0, 1.0, 1.0, 592.5925925925926, 355.55555555555554, 214.0, 250.0]]",2,-7.343935286811291,19.5,2.15606471318871
747,6,"[[6.0, 23.0, 1.0, 1.0, 615.3846153846154, 372.0930232558139, 212.0, 246.0]]",4,-2.68888888888889,15.0,2.311111111111111
747,7,"[[5.0, 20.0, 1.0, 1.0, 640.0, 400.0, 210.0, 240.0]]",2,5.949818239291924,16.5,2.4498182392919237
747,8,"[[4.0, 18.0, 1.0, 1.0, 666.6666666666667, 421.0526315789474, 208.0, 236.0]]",2,3.109830361026532,19.5,2.609830361026533
747,9,"[[2.0, 18.0, 1.0, 1.0, 727.2727272727273, 421.0526315789474, 204.0, 236.0]]",4,-8.267359586200165,31.0,2.7326404137998344
747,10,"[[3.0, 13.0, 1.0, 1.0, 695.6521739130435, 484.8484848484849, 206.0, 226.0]]",4,-12.537782249049854,35.5,2.9622177509501455
748,0,"[[4.0, 9.0, 1.0, 1.0, 666.6666666666667, 551.7241379310345, 208.0, 218.0]]",3,-0.07575757575757613,12.5,2.4242424242424243
748,1,"[[10.0, 0.0, 1.0, 0.0, 533.3333333333334, 0.0, 220.0, 0.0]]",2,-5.597242380261248,18.5,2.9027576197387517
748,2,"[[6.0, 0.0, 1.0, 0.0, 615.3846153846154, 0.0, 212.0, 0.0]]",2,-10.934937611408198,24.5,3.5650623885918002
748,3,"[[2.0, 0.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0, 0.0]]",2,-10.934937611408198,24.5,3.5650623885918002
748,4,"[[2.0, 0.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0, 0.0]]",5,-10.934937611408198,24.5,3.5650623885918002
749,0,"[[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",2,-8.11665195645778,21.5,3.3833480435422185
750,0,"[[2.0, 0.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0, 0.0]]",2,-5.447496947496948,18.5,3.0525030525030528
751,0,"[[1.0, 0.0, 1.0, 0.0, 761.9047619047619, 0.0, 202.0, 0.0]]",4,-12.581216526923022,35.5,2.918783473076976
752,0,"[[2.0, 11.0, 1.0, 1.0, 727.2727272727273, 516.1290322580645, 204.0, 222.0]]",3,4.732640413799834,8.0,2.7326404137998344
752,1,"[[13.0, 0.0, 1.0, 0.0, 484.8484848484849, 0.0, 226.0, 0.0]]",2,7.68742470577333,5,2.68742470577333
752,2,"[[16.0, 0.0, 1.0, 0.0, 444.44444444444446, 0.0, 232.0, 0.0]]",2,2.4907850994807514,10,2.4907850994807514
752,3,"[[19.0, 0.0, 1.0, 0.0, 410.2564102564102, 0.0, 238.0, 0.0]]",4,-5.543380775979724,18.0,2.456619224020277
752,4,"[[3.0, 20.0, 1.0, 1.0, 695.6521739130435, 400.0, 206.0, 240.0]]",1,-11.63773186467067,24.0,2.3622681353293307
752,5,"[[3.0, 23.0, 1.0, 1.0, 695.6521739130435, 372.0930232558139, 206.0, 246.0]]",1,-8.780497756017951,21.0,2.219502243982048
752,6,"[[5.0, 23.0, 1.0, 1.0, 640.0, 372.0930232558139, 210.0, 246.0]]",5,-14.2680737506065,26.5,2.2319262493934984
752,7,"[[4.0, 25.0, 1.0, 1.0, 666.6666666666667, 355.55555555555554, 208.0, 250.0]]",2,-12.835748792270532,25.0,2.1642512077294684
752,8,"[[5.0, 25.0, 1.0, 1.0, 640.0, 355.55555555555554, 210.0, 250.0]]",1,-18.911301859799714,31.0,2.088698140200286
752,9,"[[5.0, 28.0, 1.0, 1.0, 640.0, 333.33333333333326, 210.0, 256.0]]",4,-23.539852097931025,35.5,1.9601479020689743
752,10,"[[6.0, 31.0, 1.0, 1.0, 615.3846153846154, 313.72549019607845, 212.0, 262.0]]",2,-23.539852097931025,35.5,1.9601479020689743
752,11,"[[6.0, 31.0, 1.0, 1.0, 615.3846153846154, 313.72549019607845, 212.0, 262.0]]",4,-21.51825293350717,33.5,1.9817470664928292
752,12,"[[6.0, 30.0, 1.0, 1.0, 615.3846153846154, 320.0, 212.0, 260.0]]",5,-16.887013939838592,29.0,2.1129860601614086
752,13,"[[5.0, 27.0, 1.0, 1.0, 640.0, 340.4255319148936, 210.0, 254.0]]",4,-8.780497756017951,21.0,2.219502243982048
752,14,"[[5.0, 23.0, 1.0, 1.0, 640.0, 372.0930232558139, 210.0, 246.0]]",5,7.344322344322343,15.0,2.344322344322344
752,15,"[[5.0, 19.0, 1.0, 1.0, 640.0, 410.2564102564102, 210.0, 238.0]]",2,5.914625733011384,16.5,2.414625733011383
752,16,"[[4.0, 19.0, 1.0, 1.0, 666.6666666666667, 410.2564102564102, 208.0, 238.0]]",2,4.563828650785172,18.0,2.563828650785173
752,17,"[[3.0, 17.0, 1.0, 1.0, 695.6521739130435, 432.4324324324324, 206.0, 234.0]]",5,-5.397039684115324,28.0,2.6029603158846752
752,18,"[[3.0, 16.0, 1.0, 1.0, 695.6521739130435, 444.44444444444446, 206.0, 232.0]]",4,-9.719413549039434,32.5,2.7805864509605662
752,19,"[[3.0, 12.0, 1.0, 1.0, 695.6521739130435, 500.0, 206.0, 224.0]]",2,-11.168735499600217,34.0,2.8312645003997847
753,0,"[[5.0, 9.0, 1.0, 1.0, 640.0, 551.7241379310345, 210.0, 218.0]]",3,1.3249055507120033,11.0,2.3249055507120024
753,1,"[[11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0, 0.0]]",1,-0.07575757575757613,12.5,2.4242424242424243
753,2,"[[10.0, 0.0, 1.0, 0.0, 533.3333333333334, 0.0, 220.0, 0.0]]",2,-4.230875735548633,17.0,2.769124264451367
753,3,"[[7.0, 0.0, 1.0, 0.0, 592.5925925925926, 0.0, 214.0, 0.0]]",0,-6.9523809523809526,20.0,3.0476190476190474
753,4,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",2,-6.9523809523809526,20.0,3.0476190476190474
753,5,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",5,-6.697408871321915,20.0,3.302591128678085
754,0,"[[2.0, 0.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0, 0.0]]",2,-4.015973319290854,17.0,2.9840266807091456
755,0,"[[3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0, 0.0]]",0,1.8312645003997847,11.0,2.8312645003997847
756,0,"[[3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0, 0.0]]",0,6.187189882965809,6.5,2.687189882965809
756,1,"[[14.0, 0.0, 1.0, 0.0, 470.5882352941176, 0.0, 228.0, 0.0]]",0,2.5638286507851724,10,2.563828650785173
756,2,"[[17.0, 0.0, 1.0, 0.0, 432.4324324324324, 0.0, 234.0, 0.0]]",2,-7.619047619047619,10,2.380952380952381
756,3,"[[20.0, 0.0, 1.0, 0.0, 400.0, 0.0, 240.0, 0.0]]",4,-2.68888888888889,15.0,2.311111111111111
756,4,"[[5.0, 20.0, 1.0, 1.0, 640.0, 400.0, 210.0, 240.0]]",0,-22.659742000335065,24.0,1.3402579996649355
757,0,"[[0.0, 21.0, 0.0, 1.0, 0.0, 390.2439024390244, 0.0, 242.0]]",3,-26.734377471919,28.0,1.2656225280809998
758,0,"[[0.0, 27.0, 0.0, 1.0, 0.0, 340.4255319148936, 0.0, 254.0]]",3,-32.83449883449883,34.0,1.1655011655011656
759,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",1,-14.58313155770783,26.5,1.916868442292171
759,1,"[[8.0, 28.0, 1.0, 1.0, 571.4285714285714, 333.33333333333326, 216.0, 256.0]]",0,-45.00049975012494,46.0,0.9995002498750624
760,0,"[[0.0, 28.0, 0.0, 1.0, 0.0, 333.33333333333326, 0.0, 256.0]]",4,-45.00049975012494,46.0,0.9995002498750624
761,0,"[[0.0, 29.0, 0.0, 1.0, 0.0, 326.53061224489795, 0.0, 258.0]]",5,-40.94957983193277,42.0,1.050420168067227
762,0,"[[0.0, 26.0, 0.0, 1.0, 0.0, 347.82608695652175, 0.0, 252.0]]",1,-3.583398083398084,15.5,1.9166019166019166
762,1,"[[10.0, 24.0, 1.0, 1.0, 533.3333333333334, 363.6363636363636, 220.0, 248.0]]",1,3.9533899454678636,8.0,1.953389945467864
762,2,"[[11.0, 21.0, 1.0, 1.0, 516.1290322580645, 390.2439024390244, 222.0, 242.0]]",0,-28.76923076923077,30.0,1.2307692307692308
763,0,"[[0.0, 22.0, 0.0, 1.0, 0.0, 380.95238095238096, 0.0, 244.0]]",4,-20.619737750172533,22.0,1.3802622498274673
764,0,"[[0.0, 19.0, 0.0, 1.0, 0.0, 410.2564102564102, 0.0, 238.0]]",5,-18.57777777777778,20.0,1.4222222222222223
765,0,"[[0.0, 19.0, 0.0, 1.0, 0.0, 410.2564102564102, 0.0, 238.0]]",1,10.346884699825877,12.0,2.3468846998258766
765,1,"[[8.0, 14.0, 1.0, 1.0, 571.4285714285714, 470.5882352941176, 216.0, 228.0]]",3,-10.387421890747833,12.0,1.612578109252167
766,0,"[[8.0, 0.0, 1.0, 0.0, 571.4285714285714, 0.0, 216.0, 0.0]]",0,-8.333333333333334,10,1.6666666666666667
767,0,"[[6.0, 0.0, 1.0, 0.0, 615.3846153846154, 0.0, 212.0, 0.0]]",4,-3.9880522825728306,26.5,2.5119477174271694
767,1,"[[6.0, 13.0, 1.0, 1.0, 615.3846153846154, 484.8484848484849, 212.0, 226.0]]",0,6.915708812260537,5,1.9157088122605364
768,0,"[[0.0, 10.0, 0.0, 1.0, 0.0, 533.3333333333334, 0.0, 220.0]]",0,6.987577639751553,5,1.987577639751553
769,0,"[[0.0, 10.0, 0.0, 1.0, 0.0, 533.3333333333334, 0.0, 220.0]]",0,2.7321428571428577,9.5,2.232142857142857
769,1,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",0,-2.8544973544973544,15.5,2.6455026455026456
769,2,"[[0.0, 8.0, 0.0, 1.0, 0.0, 571.4285714285714, 0.0, 216.0]]",0,-8.294871794871796,21.5,3.2051282051282053
769,3,"[[0.0, 4.0, 0.0, 1.0, 0.0, 666.6666666666667, 0.0, 208.0]]",0,-9.623047699451245,23.0,3.376952300548755
769,4,"[[0.0, 3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0]]",0,-9.623047699451245,23.0,3.376952300548755
769,5,"[[0.0, 3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0]]",0,-8.294871794871796,21.5,3.2051282051282053
769,6,"[[0.0, 4.0, 0.0, 1.0, 0.0, 666.6666666666667, 0.0, 208.0]]",0,-2.8544973544973544,15.5,2.6455026455026456
769,7,"[[0.0, 8.0, 0.0, 1.0, 0.0, 571.4285714285714, 0.0, 216.0]]",0,-0.07575757575757613,12.5,2.4242424242424243
769,8,"[[0.0, 10.0, 0.0, 1.0, 0.0, 533.3333333333334, 0.0, 220.0]]",0,2.7321428571428577,9.5,2.232142857142857
769,9,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",0,6.987577639751553,5,1.987577639751553
770,0,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",5,6.723766429648783,5,1.7237664296487825
771,0,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",2,-12.43871975019516,14.0,1.56128024980484
772,0,"[[0.0, 18.0, 0.0, 1.0, 0.0, 421.0526315789474, 0.0, 236.0]]",1,-4.119047619047619,16.5,2.380952380952381
772,1,"[[4.0, 20.0, 1.0, 1.0, 666.6666666666667, 400.0, 208.0, 240.0]]",5,-6.751206209355988,19.0,2.2487937906440107
772,2,"[[5.0, 22.0, 1.0, 1.0, 640.0, 380.95238095238096, 210.0, 244.0]]",0,-24.697916666666668,26.0,1.302083333333333
773,0,"[[0.0, 21.0, 0.0, 1.0, 0.0, 390.2439024390244, 0.0, 242.0]]",1,-6.484773846842813,18.5,2.0152261531571876
773,1,"[[8.0, 24.0, 1.0, 1.0, 571.4285714285714, 363.6363636363636, 216.0, 248.0]]",0,-38.92255892255892,40.0,1.0774410774410776
774,0,"[[0.0, 27.0, 0.0, 1.0, 0.0, 340.4255319148936, 0.0, 254.0]]",5,-45.00049975012494,46.0,0.9995002498750624
775,0,"[[0.0, 22.0, 0.0, 1.0, 0.0, 380.95238095238096, 0.0, 244.0]]",1,7.734026944110978,4.0,1.7340269441109777
775,1,"[[16.0, 22.0, 1.0, 1.0, 444.44444444444446, 380.95238095238096, 232.0, 244.0]]",0,-40.94957983193277,42.0,1.050420168067227
776,0,"[[0.0, 27.0, 0.0, 1.0, 0.0, 340.4255319148936, 0.0, 254.0]]",3,-38.92255892255892,40.0,1.0774410774410776
777,0,"[[0.0, 26.0, 0.0, 1.0, 0.0, 347.82608695652175, 0.0, 252.0]]",3,-32.83449883449883,34.0,1.1655011655011656
778,0,"[[0.0, 19.0, 0.0, 1.0, 0.0, 410.2564102564102, 0.0, 238.0]]",5,-26.734377471919,28.0,1.2656225280809998
779,0,"[[0.0, 23.0, 0.0, 1.0, 0.0, 372.0930232558139, 0.0, 246.0]]",1,-2.68888888888889,15.0,2.311111111111111
779,1,"[[5.0, 20.0, 1.0, 1.0, 640.0, 400.0, 210.0, 240.0]]",0,-14.487426734732464,16.0,1.512573265267536
780,0,"[[0.0, 19.0, 0.0, 1.0, 0.0, 410.2564102564102, 0.0, 238.0]]",1,6.025252525252526,16.5,2.5252525252525255
780,1,"[[4.0, 16.0, 1.0, 1.0, 666.6666666666667, 444.44444444444446, 208.0, 232.0]]",0,6.784121320249778,5,1.7841213202497772
781,0,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",5,6.987577639751553,5,1.987577639751553
782,0,"[[0.0, 13.0, 0.0, 1.0, 0.0, 484.8484848484849, 0.0, 226.0]]",0,5.563983488132095,6.5,2.0639834881320946
783,0,"[[0.0, 8.0, 0.0, 1.0, 0.0, 571.4285714285714, 0.0, 216.0]]",0,-0.07575757575757613,12.5,2.4242424242424243
783,1,"[[0.0, 10.0, 0.0, 1.0, 0.0, 533.3333333333334, 0.0, 220.0]]",0,-2.8544973544973544,15.5,2.6455026455026456
783,2,"[[0.0, 8.0, 0.0, 1.0, 0.0, 571.4285714285714, 0.0, 216.0]]",0,-4.230875735548633,17.0,2.769124264451367
783,3,"[[0.0, 7.0, 0.0, 1.0, 0.0, 592.5925925925926, 0.0, 214.0]]",0,-6.9523809523809526,20.0,3.0476190476190474
783,4,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,-9.623047699451245,23.0,3.376952300548755
783,5,"[[0.0, 3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0]]",4,-9.623047699451245,23.0,3.376952300548755
783,6,"[[0.0, 3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0]]",3,-6.9523809523809526,20.0,3.0476190476190474
783,7,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,-5.597242380261248,18.5,2.9027576197387517
783,8,"[[0.0, 6.0, 0.0, 1.0, 0.0, 615.3846153846154, 0.0, 212.0]]",0,-1.469155330591585,14.0,2.5308446694084155
783,9,"[[0.0, 9.0, 0.0, 1.0, 0.0, 551.7241379310345, 0.0, 218.0]]",0,2.7321428571428577,9.5,2.232142857142857
783,10,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",5,4.145347278090641,8.0,2.145347278090641
784,0,"[[0.0, 10.0, 0.0, 1.0, 0.0, 533.3333333333334, 0.0, 220.0]]",0,7.779606466242411,5,2.7796064662424107
785,0,"[[0.0, 14.0, 0.0, 1.0, 0.0, 470.5882352941176, 0.0, 228.0]]",2,6.784121320249778,5,1.7841213202497772
786,0,"[[0.0, 14.0, 0.0, 1.0, 0.0, 470.5882352941176, 0.0, 228.0]]",5,6.723766429648783,5,1.7237664296487825
787,0,"[[0.0, 10.0, 0.0, 1.0, 0.0, 533.3333333333334, 0.0, 220.0]]",3,-8.333333333333334,10,1.6666666666666667
788,0,"[[0.0, 17.0, 0.0, 1.0, 0.0, 432.4324324324324, 0.0, 234.0]]",2,-13.468754943838,16.0,2.5312450561619997
788,1,"[[0.0, 23.0, 0.0, 1.0, 0.0, 372.0930232558139, 0.0, 246.0]]",1,-8.182258744205647,20.5,2.3177412557943535
788,2,"[[4.0, 22.0, 1.0, 1.0, 666.6666666666667, 380.95238095238096, 208.0, 244.0]]",1,-12.835748792270532,25.0,2.1642512077294684
788,3,"[[5.0, 25.0, 1.0, 1.0, 640.0, 355.55555555555554, 210.0, 250.0]]",0,-36.89441680486457,38.0,1.105583195135434
789,0,"[[0.0, 23.0, 0.0, 1.0, 0.0, 372.0930232558139, 0.0, 246.0]]",0,-38.92255892255892,40.0,1.0774410774410776
790,0,"[[0.0, 29.0, 0.0, 1.0, 0.0, 326.53061224489795, 0.0, 258.0]]",4,-43.828939684371804,46.0,2.171060315628199
790,1,"[[0.0, 38.0, 0.0, 1.0, 0.0, 275.8620689655172, 0.0, 276.0]]",1,-24.116558786014856,36.0,1.8834412139851469
790,2,"[[7.0, 32.0, 1.0, 1.0, 592.5925925925926, 307.6923076923077, 214.0, 264.0]]",5,-24.97939514788966,37.0,2.0206048521103357
790,3,"[[5.0, 31.0, 1.0, 1.0, 640.0, 313.72549019607845, 210.0, 262.0]]",0,-32.83449883449883,34.0,1.1655011655011656
791,0,"[[0.0, 22.0, 0.0, 1.0, 0.0, 380.95238095238096, 0.0, 244.0]]",0,-28.76923076923077,30.0,1.2307692307692308
792,0,"[[0.0, 23.0, 0.0, 1.0, 0.0, 372.0930232558139, 0.0, 246.0]]",0,-24.697916666666668,26.0,1.302083333333333
793,0,"[[0.0, 16.0, 0.0, 1.0, 0.0, 444.44444444444446, 0.0, 232.0]]",5,-16.533724340175954,18.0,1.466275659824047
794,0,"[[0.0, 20.0, 0.0, 1.0, 0.0, 400.0, 0.0, 240.0]]",1,4.563828650785172,18.0,2.563828650785173
794,1,"[[3.0, 17.0, 1.0, 1.0, 695.6521739130435, 432.4324324324324, 206.0, 234.0]]",0,6.915708812260537,5,1.9157088122605364
795,0,"[[0.0, 13.0, 0.0, 1.0, 0.0, 484.8484848484849, 0.0, 226.0]]",1,-12.615057494726813,35.5,2.884942505273185
796,0,"[[2.0, 11.0, 1.0, 1.0, 727.2727272727273, 516.1290322580645, 204.0, 222.0]]",0,1.3249055507120033,11.0,2.3249055507120024
796,1,"[[0.0, 11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0]]",0,-4.230875735548633,17.0,2.769124264451367
796,2,"[[0.0, 7.0, 0.0, 1.0, 0.0, 592.5925925925926, 0.0, 214.0]]",0,-9.623047699451245,23.0,3.376952300548755
796,3,"[[0.0, 3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0]]",1,-27.12304769945125,50.5,3.376952300548755
796,4,"[[0.0, 3.0, 1.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0]]",3,-9.427556529858322,23.0,3.57244347014168
797,0,"[[1.0, 0.0, 1.0, 0.0, 761.9047619047619, 0.0, 202.0, 0.0]]",1,-8.209374781208428,21.5,3.2906252187915705
798,0,"[[3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0, 0.0]]",0,-3.932750555938961,17.0,3.0672494440610385
799,0,"[[4.0, 0.0, 1.0, 0.0, 666.6666666666667, 0.0, 208.0, 0.0]]",3,0.47312750142938853,12.5,2.973127501429388
800,0,"[[3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0, 0.0]]",0,3.3674596431605774,9.5,2.867459643160578
801,0,"[[3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0, 0.0]]",0,6.366262784183441,6.5,2.8662627841834407
802,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",0,7.821869488536155,5,2.821869488536155
803,0,"[[4.0, 0.0, 1.0, 0.0, 666.6666666666667, 0.0, 208.0, 0.0]]",0,7.68742470577333,5,2.68742470577333
803,1,"[[16.0, 0.0, 1.0, 0.0, 444.44444444444446, 0.0, 232.0, 0.0]]",1,2.4498182392919237,10,2.4498182392919237
803,2,"[[18.0, 0.0, 1.0, 0.0, 421.0526315789474, 0.0, 236.0, 0.0]]",4,-6.151309846431797,18.5,2.3486901535682025
803,3,"[[4.0, 21.0, 1.0, 1.0, 666.6666666666667, 390.2439024390244, 208.0, 242.0]]",5,-12.240563530037214,24.5,2.259436469962786
803,4,"[[4.0, 24.0, 1.0, 1.0, 666.6666666666667, 363.6363636363636, 208.0, 248.0]]",1,-19.747657161243616,32.0,2.252342838756385
803,5,"[[3.0, 27.0, 1.0, 1.0, 695.6521739130435, 340.4255319148936, 206.0, 254.0]]",0,-30.802574464900463,32.0,1.197425535099536
804,0,"[[0.0, 23.0, 0.0, 1.0, 0.0, 372.0930232558139, 0.0, 246.0]]",1,-9.956577266922096,22.0,2.0434227330779056
804,1,"[[7.0, 25.0, 1.0, 1.0, 592.5925925925926, 355.55555555555554, 214.0, 250.0]]",0,-40.94957983193277,42.0,1.050420168067227
805,0,"[[0.0, 28.0, 0.0, 1.0, 0.0, 333.33333333333326, 0.0, 256.0]]",2,-49.04761904761905,50.0,0.9523809523809524
806,0,"[[0.0, 35.0, 0.0, 1.0, 0.0, 290.90909090909093, 0.0, 270.0]]",1,-29.600664767331438,41.5,1.899335232668566
806,1,"[[6.0, 34.0, 1.0, 1.0, 615.3846153846154, 296.2962962962963, 212.0, 268.0]]",5,-18.052705074496842,30.0,1.947294925503158
806,2,"[[7.0, 29.0, 1.0, 1.0, 592.5925925925926, 326.53061224489795, 214.0, 258.0]]",5,-19.49592504759678,31.5,2.00407495240322
806,3,"[[6.0, 29.0, 1.0, 1.0, 615.3846153846154, 326.53061224489795, 212.0, 258.0]]",5,-15.448905263305775,27.5,2.0510947366942256
806,4,"[[6.0, 27.0, 1.0, 1.0, 615.3846153846154, 340.4255319148936, 212.0, 254.0]]",0,-30.802574464900463,32.0,1.197425535099536
807,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",1,-12.240563530037214,24.5,2.259436469962786
807,1,"[[4.0, 24.0, 1.0, 1.0, 666.6666666666667, 363.6363636363636, 208.0, 248.0]]",0,-22.659742000335065,24.0,1.3402579996649355
808,0,"[[0.0, 18.0, 0.0, 1.0, 0.0, 421.0526315789474, 0.0, 236.0]]",1,13.213707960834398,9.0,2.2137079608343977
808,1,"[[9.0, 16.0, 1.0, 1.0, 551.7241379310345, 444.44444444444446, 218.0, 232.0]]",3,-14.487426734732464,16.0,1.512573265267536
809,0,"[[8.0, 0.0, 1.0, 0.0, 571.4285714285714, 0.0, 216.0, 0.0]]",0,-8.333333333333334,10,1.6666666666666667
810,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",3,6.723766429648783,5,1.7237664296487825
811,0,"[[6.0, 0.0, 1.0, 0.0, 615.3846153846154, 0.0, 212.0, 0.0]]",0,6.848001848001848,5,1.8480018480018479
812,0,"[[2.0, 0.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0, 0.0]]",0,4.145347278090641,8.0,2.145347278090641
813,0,"[[4.0, 0.0, 1.0, 0.0, 666.6666666666667, 0.0, 208.0, 0.0]]",0,-1.469155330591585,14.0,2.5308446694084155
813,1,"[[9.0, 0.0, 1.0, 0.0, 551.7241379310345, 0.0, 218.0, 0.0]]",0,-6.9523809523809526,20.0,3.0476190476190474
813,2,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",0,-10.934937611408198,24.5,3.5650623885918002
813,3,"[[2.0, 0.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0, 0.0]]",4,-28.22819424799623,52.0,3.7718057520037718
814,0,"[[1.0, 1.0, 1.0, 1.0, 761.9047619047619, 761.9047619047619, 202.0, 202.0]]",3,-11.029451460522509,24.5,3.4705485394774898
815,0,"[[2.0, 0.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0, 0.0]]",3,-6.8740031897926634,20.0,3.1259968102073366
816,0,"[[3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0, 0.0]]",0,0.38494250527318563,12.5,2.884942505273185
817,0,"[[2.0, 0.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0, 0.0]]",0,4.653260717776847,8.0,2.653260717776847
817,1,"[[13.0, 0.0, 1.0, 0.0, 484.8484848484849, 0.0, 226.0, 0.0]]",0,2.5638286507851724,10,2.563828650785173
817,2,"[[17.0, 0.0, 1.0, 0.0, 432.4324324324324, 0.0, 234.0, 0.0]]",3,-10.387421890747833,12.0,1.612578109252167
818,0,"[[7.0, 0.0, 1.0, 0.0, 592.5925925925926, 0.0, 214.0, 0.0]]",3,-9.405070575802283,12.0,2.594929424197717
818,1,"[[21.0, 0.0, 1.0, 0.0, 390.2439024390244, 0.0, 242.0, 0.0]]",4,10.21869248417921,12.0,2.2186924841792095
818,2,"[[7.0, 19.0, 1.0, 1.0, 592.5925925925926, 410.2564102564102, 214.0, 238.0]]",1,13.109606465323344,9.0,2.1096064653233437
818,3,"[[9.0, 19.0, 1.0, 1.0, 551.7241379310345, 410.2564102564102, 218.0, 238.0]]",0,-26.734377471919,28.0,1.2656225280809998
819,0,"[[0.0, 23.0, 0.0, 1.0, 0.0, 372.0930232558139, 0.0, 246.0]]",3,-32.83449883449883,34.0,1.1655011655011656
